epoch,train_loss,train_acc,val_loss,val_acc
0,0.8661386009012715,0.4954451466916355,0.7319715048955835,0.4993583937198068
1,0.7771177224898607,0.5114505305867665,0.7368085099303204,0.48335597826086957
2,0.769048218646746,0.5141522315855181,0.7145989796389705,0.5058121980676329
3,0.7582193184434698,0.5236228152309613,0.6875339280004087,0.5646135265700483
4,0.7420664021138395,0.534078495630462,0.6831146841463835,0.5761624396135265
5,0.7402014136314392,0.5287238607990012,0.6851112687069437,0.5580464975845411
6,0.7420105016633366,0.5314938358302121,0.6838317798531574,0.5642738526570048
7,0.7369657714715164,0.5361267166042447,0.7499129331630209,0.46607035024154586
8,0.7362836793567358,0.532644740948814,0.6900110115175662,0.5095108695652174
9,0.729316722141223,0.5352781679151061,0.6886560683665068,0.5663118961352657
10,0.7224057149351313,0.5471480961298377,0.8556881832039874,0.46505132850241543
11,0.7216262053907587,0.5480356585518102,0.7041632299837859,0.4873943236714976
12,0.7128332304150871,0.5541705680399501,0.6734427213668823,0.5839371980676329
13,0.7254457540726393,0.5441732990012484,0.6754139065742493,0.5680102657004831
14,0.7162993905249606,0.5503179619225967,1.1683662196864253,0.5720108695652174
15,0.7089500320091676,0.5606761079900126,0.6764600251031958,0.5602732487922705
16,0.7167999402860578,0.5535170880149813,0.8609660190084706,0.46607035024154586
17,0.7117352492353889,0.5626365480649188,0.6711203922396121,0.5869942632850241
18,0.7014022670435102,0.567103620474407,0.6827581162038057,0.542157306763285
19,0.7016379719369867,0.5763693820224719,0.6933525774789893,0.5743885869565217
20,0.7054811722776863,0.5665769350811486,0.6889609798141147,0.5469882246376812
21,0.7054088818893004,0.5687226903870162,0.7011610813762831,0.4868282004830918
22,0.707659979214829,0.568059456928839,0.7830127633136251,0.47252415458937197
23,0.6936599806453405,0.5751209425717853,0.9147658063017804,0.5719731280193237
24,0.6935120526324497,0.5780079588014981,0.7560828405877819,0.47626056763285024
25,0.6865934086649605,0.5863861579275905,0.6629504405933878,0.6175649154589372
26,0.6790696369128281,0.596500468164794,0.6691006396127783,0.5760492149758454
27,0.6777570917365257,0.5901412297128589,0.6612390176109646,0.6145455917874396
28,0.688289731406094,0.580855961298377,0.6518581069034078,0.6212635869565217
29,0.6770033380958471,0.5908434769038702,0.6728909404381461,0.5625
30,0.6806396547328221,0.5930379993757803,0.6541610645211261,0.6039402173913043
31,0.6822460541564427,0.5966955368289638,0.689255618530771,0.5818236714975845
32,0.6793387210770939,0.59562265917603,0.7068710741789445,0.587296195652174
33,0.6724103963776921,0.598314606741573,0.6507899165153503,0.6203577898550724
34,0.6784143514847487,0.5922967384519351,0.6632961371670598,0.5991847826086957
35,0.6668443820449743,0.6077754369538078,0.6508902207664822,0.5991847826086957
36,0.6659954170162758,0.6054736267166042,0.6722980245299961,0.5930329106280193
37,0.6660793577687124,0.603854556803995,0.7101122996081477,0.5882774758454107
38,0.6600857249806437,0.607082943196005,0.6416079168734343,0.6229996980676329
39,0.6633955782718872,0.612203495630462,0.9064957395843838,0.5791062801932367
40,0.6704012952493817,0.600704197877653,0.7053952009781547,0.5153230676328502
41,0.671536952592014,0.5996020599250936,0.7044614501621412,0.5947690217391305
42,0.6659416013889099,0.6085557116104869,0.7447811313297438,0.5006793478260869
43,0.6601216183619553,0.6119401529338327,0.8251156547795171,0.5014341787439613
44,0.6642376204554954,0.6106429463171036,0.683972866638847,0.5561594202898551
45,0.6613355178511544,0.6166900749063671,0.6516195121018783,0.608016304347826
46,0.6601417848233426,0.6126326466916354,0.6526157830072485,0.5774079106280193
47,0.651432271753804,0.6267068508114856,0.697983936123226,0.603298611111111
48,0.6513365741526143,0.619460049937578,0.6402251513107963,0.6516077898550724
49,0.6527130891767781,0.6192064606741573,0.7245981719182886,0.5961277173913043
50,0.6551899668875705,0.6216838327091136,0.6373472084169802,0.6202445652173914
51,0.6516746249091759,0.6223665730337079,0.7080131535944731,0.5261926328502415
52,0.6534908849201845,0.6200062421972534,0.6368125417958135,0.6165458937198067
53,0.6511745720766904,0.627311563670412,0.6387902653735616,0.644134963768116
54,0.65026611558507,0.6224543539325843,0.6290775537490845,0.6451162439613526
55,0.6530101473411817,0.6240734238451935,0.6380708191705786,0.6213013285024155
56,0.6479813932033067,0.6215472846441947,0.6693671812181887,0.6097524154589372
57,0.6492324263862009,0.6262386860174781,0.6955562156179677,0.611111111111111
58,0.6431909196832207,0.6329490480649188,0.7103087694748588,0.5224184782608695
59,0.6444573998451233,0.6302278401997503,0.7251066461853359,0.6145078502415459
60,0.6424676394194699,0.6283161672908864,0.6628060522286788,0.6145078502415459
61,0.6449848272827234,0.6313689918851436,0.6312921047210693,0.628094806763285
62,0.6456402640664176,0.6260436173533084,0.639913488989291,0.6329257246376812
63,0.6365759861603212,0.633709815855181,0.6612052710159965,0.612469806763285
64,0.6405343165558376,0.6380793539325843,0.643466944279878,0.6151871980676329
65,0.63842178931397,0.637377106741573,0.6293344031209531,0.6348505434782609
66,0.6373666303881099,0.6340316791510612,0.8632714515147002,0.6120923913043478
67,0.6337091782119837,0.6337390761548065,0.6418790843175806,0.6189990942028986
68,0.6329013283333081,0.6405177122347065,0.6140816419020944,0.65462711352657
69,0.6349179383074299,0.6405664794007491,0.6237050113470658,0.6430404589371981
70,0.6327422207660889,0.640166588639201,0.6376594071802886,0.6321708937198067
71,0.6299555455700735,0.643355961298377,0.6163793880006542,0.6590051328502415
72,0.6312487024939462,0.6486033083645443,0.6310418610987456,0.6433801328502415
73,0.6262983157393638,0.6496274188514357,0.6145787601885588,0.6627792874396136
74,0.6231001354335399,0.649832240948814,0.6325241534606271,0.6383982487922705
75,0.6247462670454819,0.6465453339575531,0.6101171218830607,0.6562877415458938
76,0.6299053638168935,0.6458821004993758,0.6131654381752014,0.6641379830917874
77,0.6278326772571949,0.6495493913857678,0.6216100376585255,0.6430404589371981
78,0.6237454273727503,0.6531484082397004,0.6277685916942098,0.6410401570048309
79,0.6273088415017288,0.6448092228464419,0.6077908769897793,0.6590051328502415
80,0.6286195436220491,0.6522315855181025,0.6233829493108003,0.6331899154589372
81,0.6235790969280715,0.6564840823970037,0.6082574155019678,0.6604015700483091
82,0.6232949723018689,0.6499980493133583,0.6095529172731482,0.6688934178743962
83,0.6206673437289978,0.6546504369538078,0.6286296533501666,0.6430404589371981
84,0.6225916609335481,0.6521535580524345,0.6164051916288293,0.6522493961352657
85,0.6235175601552042,0.6510709269662921,0.6073367751162985,0.6580238526570048
86,0.6238688418034757,0.6477547596754057,0.6008045984351117,0.663118961352657
87,0.6213542363616857,0.651607365792759,0.6017798081688259,0.6665157004830917
88,0.6226782658126917,0.6554404650436954,0.6025035277656887,0.6675347222222222
89,0.6214803242951297,0.6514415574282147,0.6033439377079839,0.6658363526570048
90,0.623325728298573,0.6540262172284644,0.6034726552341295,0.6716108091787439
91,0.6211917286508539,0.6520365168539326,0.6007489173308663,0.6668553743961353
92,0.6186573813470562,0.6592930711610487,0.6018104890118474,0.6617602657004831
