epoch,train_loss,train_acc,val_loss,val_acc
0,0.9139447808265686,0.43333333333333335,2.619776725769043,0.49056603773584906
1,0.8744378685951233,0.4666666666666667,1.797646164894104,0.49056603773584906
2,0.8953324556350708,0.425,1.4802790880203247,0.4716981132075472
3,0.8050063252449036,0.5416666666666666,1.3183945417404175,0.4716981132075472
4,0.90082186460495,0.4583333333333333,1.230852723121643,0.5094339622641509
5,0.8308252096176147,0.48333333333333334,1.1776710748672485,0.5094339622641509
6,0.872268557548523,0.48333333333333334,1.1460665464401245,0.5094339622641509
7,0.8303388357162476,0.5,1.1258715391159058,0.5094339622641509
8,0.84361732006073,0.525,1.1149693727493286,0.5094339622641509
9,0.7872767448425293,0.5083333333333333,1.1006640195846558,0.5094339622641509
10,0.7819992303848267,0.5416666666666666,1.0799894332885742,0.5094339622641509
11,0.8324196338653564,0.49166666666666664,1.0459166765213013,0.5094339622641509
12,0.8031798005104065,0.5166666666666667,1.0095081329345703,0.5094339622641509
13,0.8141322135925293,0.5416666666666666,0.9809240102767944,0.5283018867924528
14,0.7904968857765198,0.5416666666666666,0.9557084441184998,0.5471698113207547
15,0.7518453598022461,0.525,0.9278363585472107,0.5094339622641509
16,0.7438359260559082,0.5416666666666666,0.9061062335968018,0.49056603773584906
17,0.8063254356384277,0.5,0.8896311521530151,0.49056603773584906
18,0.7095287442207336,0.575,0.8754387497901917,0.5094339622641509
19,0.63125079870224,0.65,0.8612487316131592,0.5094339622641509
20,0.7171632051467896,0.5666666666666667,0.8483718633651733,0.5094339622641509
21,0.6241908073425293,0.6666666666666666,0.8364412784576416,0.5283018867924528
22,0.6301701068878174,0.6416666666666667,0.8304588794708252,0.5283018867924528
23,0.6096585988998413,0.6833333333333333,0.8304804563522339,0.5283018867924528
24,0.6532813310623169,0.6333333333333333,0.8346977829933167,0.5094339622641509
25,0.6069818139076233,0.6333333333333333,0.8401960134506226,0.49056603773584906
26,0.6299148201942444,0.6833333333333333,0.8422427773475647,0.49056603773584906
27,0.5795803666114807,0.7333333333333333,0.8466079831123352,0.5283018867924528
28,0.677984356880188,0.625,0.8459197282791138,0.5094339622641509
29,0.5742836594581604,0.7166666666666667,0.8367393016815186,0.49056603773584906
30,0.5492322444915771,0.7416666666666667,0.8329447507858276,0.49056603773584906
31,0.5818642377853394,0.7166666666666667,0.8276811838150024,0.49056603773584906
32,0.6320919394493103,0.7333333333333333,0.8216568827629089,0.49056603773584906
33,0.5877411961555481,0.675,0.8140823841094971,0.49056603773584906
34,0.5917870998382568,0.725,0.8032967448234558,0.5283018867924528
35,0.5840103626251221,0.7,0.7921859622001648,0.5471698113207547
36,0.5291829109191895,0.7333333333333333,0.7854089140892029,0.5471698113207547
37,0.6075528860092163,0.6666666666666666,0.7789409756660461,0.5471698113207547
38,0.5003352165222168,0.7833333333333333,0.7749364972114563,0.5471698113207547
39,0.5275635719299316,0.725,0.7729658484458923,0.5660377358490566
40,0.5807862877845764,0.725,0.7722205519676208,0.5471698113207547
41,0.5423949360847473,0.75,0.7733011841773987,0.5471698113207547
42,0.4800069332122803,0.8,0.7732099294662476,0.5471698113207547
43,0.4976353943347931,0.8166666666666667,0.7756125926971436,0.5471698113207547
44,0.5434129238128662,0.775,0.7816658616065979,0.5283018867924528
45,0.4662618637084961,0.7833333333333333,0.7877609133720398,0.5471698113207547
46,0.4515911936759949,0.825,0.7947359681129456,0.5471698113207547
47,0.49143844842910767,0.775,0.8020132184028625,0.5094339622641509
48,0.49622634053230286,0.8083333333333333,0.8096716403961182,0.49056603773584906
49,0.5083262920379639,0.7583333333333333,0.8146969676017761,0.49056603773584906
50,0.46257051825523376,0.8083333333333333,0.8172810673713684,0.49056603773584906
51,0.4297850728034973,0.85,0.8142672181129456,0.5094339622641509
52,0.42446964979171753,0.8416666666666667,0.8094737529754639,0.5283018867924528
53,0.4420366585254669,0.825,0.8034573793411255,0.5471698113207547
54,0.4373519718647003,0.8583333333333333,0.7971622943878174,0.5283018867924528
55,0.4379523992538452,0.8,0.7948042750358582,0.5283018867924528
56,0.4497344493865967,0.825,0.7927014231681824,0.5283018867924528
57,0.40156006813049316,0.9,0.7896236181259155,0.5283018867924528
58,0.4206557869911194,0.8666666666666667,0.788616955280304,0.5283018867924528
59,0.4496433436870575,0.7916666666666666,0.7877681851387024,0.5094339622641509
60,0.4162963330745697,0.85,0.786968469619751,0.5094339622641509
61,0.3911687433719635,0.85,0.7848176956176758,0.5283018867924528
62,0.37532541155815125,0.8583333333333333,0.784514844417572,0.5283018867924528
63,0.4135591685771942,0.8166666666666667,0.7882753014564514,0.5471698113207547
64,0.3957615792751312,0.8333333333333334,0.7920360565185547,0.5283018867924528
65,0.37093883752822876,0.8666666666666667,0.7951121926307678,0.5471698113207547
66,0.3459188640117645,0.8833333333333333,0.7968668341636658,0.5471698113207547
67,0.34885257482528687,0.925,0.7983827590942383,0.5471698113207547
68,0.38036471605300903,0.8583333333333333,0.801621675491333,0.5471698113207547
69,0.37983909249305725,0.8666666666666667,0.8024148344993591,0.5471698113207547
70,0.3783733546733856,0.8583333333333333,0.8021162748336792,0.5471698113207547
71,0.362522155046463,0.9,0.7996561527252197,0.5660377358490566
72,0.3344951272010803,0.9166666666666666,0.8000259399414062,0.5660377358490566
73,0.32481417059898376,0.8916666666666667,0.7980707287788391,0.5660377358490566
74,0.31548184156417847,0.8916666666666667,0.7993090748786926,0.5471698113207547
75,0.3705575466156006,0.8666666666666667,0.8026986718177795,0.5471698113207547
76,0.31649279594421387,0.925,0.805700421333313,0.5471698113207547
77,0.3145338296890259,0.9166666666666666,0.811154305934906,0.5471698113207547
78,0.32054293155670166,0.8833333333333333,0.8185551762580872,0.5283018867924528
79,0.3195951581001282,0.9,0.8299928903579712,0.5283018867924528
80,0.3041714131832123,0.9083333333333333,0.8380675315856934,0.5283018867924528
81,0.325655072927475,0.9083333333333333,0.8446676731109619,0.5283018867924528
82,0.28075164556503296,0.95,0.8421482443809509,0.5471698113207547
83,0.2949865460395813,0.9083333333333333,0.8428710699081421,0.5471698113207547
84,0.2697829008102417,0.9166666666666666,0.8413418531417847,0.5283018867924528
85,0.2841063439846039,0.95,0.8376852869987488,0.5471698113207547
86,0.285317599773407,0.925,0.834660530090332,0.5660377358490566
87,0.2663068473339081,0.9416666666666667,0.8368630409240723,0.5660377358490566
88,0.24175862967967987,0.95,0.8400781154632568,0.5471698113207547
89,0.29311603307724,0.9166666666666666,0.8435651063919067,0.5471698113207547
90,0.24475499987602234,0.9416666666666667,0.8453055620193481,0.5660377358490566
91,0.2642596960067749,0.9333333333333333,0.8459864258766174,0.5660377358490566
92,0.22460487484931946,0.95,0.8454592227935791,0.5660377358490566
93,0.2635594606399536,0.95,0.8456243872642517,0.5471698113207547
94,0.22051990032196045,0.9583333333333334,0.8476499319076538,0.5471698113207547
95,0.24886323511600494,0.9166666666666666,0.8476855754852295,0.5471698113207547
96,0.26804038882255554,0.9416666666666667,0.8487868309020996,0.5283018867924528
97,0.24295388162136078,0.9333333333333333,0.8497186899185181,0.5471698113207547
98,0.26106685400009155,0.9416666666666667,0.8517811894416809,0.5471698113207547
99,0.217790886759758,0.95,0.8511444926261902,0.5471698113207547
